R:A::C:P,0,1 5 6,2 3,4
0,0.4857142857142857,0.2,0.11428571428571428,0.2
1 5 6,0.2631578947368421,0.3157894736842105,0.34210526315789475,0.07894736842105263
2 3,0.0975609756097561,0.2682926829268293,0.5609756097560976,0.07317073170731707
4,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855
