R:A::C:P,0,1 5 6,2 3,4
0,0.1069182389937107,0.0440251572327044,0.025157232704402517,0.0440251572327044
1 5 6,0.12578616352201258,0.1509433962264151,0.16352201257861634,0.03773584905660377
2 3,0.025157232704402517,0.06918238993710692,0.14465408805031446,0.018867924528301886
4,0.006289308176100629,0.0,0.018867924528301886,0.018867924528301886
