R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,21,20,6,5,5,3,1,9,0,4
1,27,113,38,17,20,13,111,32,0,10
2,12,81,35,16,16,11,89,8,1,6
3,0,28,9,12,3,3,44,3,0,0
4,0,22,4,6,7,2,28,3,0,1
5,3,21,8,9,5,17,30,2,0,1
6,1,107,14,19,10,9,211,17,2,1
7,0,11,1,0,1,0,9,7,0,1
a2,0,0,0,0,0,0,1,0,0,0
p,3,10,8,4,0,4,11,9,0,1
