R:A::C:P,0 6,1,2,3,4 5
0 6,0.4,0.17857142857142858,0.08,0.0967741935483871,0.3
1,0.4,0.6428571428571429,0.44,0.3870967741935484,0.36666666666666664
2,0.13333333333333333,0.14285714285714285,0.32,0.3548387096774194,0.16666666666666666
3,0.0,0.03571428571428571,0.08,0.06451612903225806,0.06666666666666667
4 5,0.06666666666666667,0.0,0.08,0.0967741935483871,0.1
