R:A::C:P,0 1,2 3,4,5,6
0 1,0.504424778761062,0.19911504424778761,0.12389380530973451,0.03982300884955752,0.13274336283185842
2 3,0.2815533980582524,0.2912621359223301,0.1553398058252427,0.0970873786407767,0.17475728155339806
4,0.14285714285714285,0.21428571428571427,0.5,0.0,0.14285714285714285
5,0.23529411764705882,0.35294117647058826,0.058823529411764705,0.17647058823529413,0.17647058823529413
6,0.1875,0.25,0.3125,0.1875,0.0625
