R:A::C:P,0,1 3,2 4 5 6
0,0.2153846153846154,0.12162162162162163,0.08870967741935484
1 3,0.5384615384615384,0.47297297297297297,0.4838709677419355
2 4 5 6,0.24615384615384617,0.40540540540540543,0.4274193548387097
