R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.7358490566037735,0.11320754716981132,0.06918238993710692
4 6,0.03773584905660377,0.018867924528301886,0.0
5,0.018867924528301886,0.006289308176100629,0.0
