R:A::C:P,0,1 4 6,2,3 5
0,0.5,0.30952380952380953,0.09523809523809523,0.09523809523809523
1 4 6,0.26717557251908397,0.3511450381679389,0.183206106870229,0.1984732824427481
2,0.12962962962962962,0.4444444444444444,0.18518518518518517,0.24074074074074073
3 5,0.1,0.2,0.3,0.4
