R:A::C:P,0 2,1 3,4,5,6
0 2,0.34097421203438394,0.31805157593123207,0.11461318051575932,0.11174785100286533,0.11461318051575932
1 3,0.33747412008281574,0.3333333333333333,0.13457556935817805,0.08488612836438923,0.10973084886128365
4,0.3287671232876712,0.2465753424657534,0.2191780821917808,0.1232876712328767,0.0821917808219178
5,0.28125,0.3229166666666667,0.14583333333333334,0.13541666666666666,0.11458333333333333
6,0.22762148337595908,0.23273657289002558,0.14066496163682865,0.17391304347826086,0.22506393861892582
