R:A::C:P,0,1 2,3,4,5 6
0,0.43243243243243246,0.35135135135135137,0.04054054054054054,0.08108108108108109,0.0945945945945946
1 2,0.19969512195121952,0.3521341463414634,0.11128048780487805,0.12804878048780488,0.20884146341463414
3,0.16666666666666666,0.2549019607843137,0.14705882352941177,0.14705882352941177,0.28431372549019607
4,0.1095890410958904,0.2876712328767123,0.1780821917808219,0.2191780821917808,0.2054794520547945
5 6,0.13552361396303902,0.20123203285420946,0.15195071868583163,0.14168377823408623,0.36960985626283366
