R:A::C:P,0 1,2,3 4 5,6
0 1,0.5102040816326531,0.17006802721088435,0.2755102040816326,0.04421768707482993
2,0.3333333333333333,0.21621621621621623,0.36036036036036034,0.09009009009009009
3 4 5,0.2261904761904762,0.19047619047619047,0.4166666666666667,0.16666666666666666
6,0.2702702702702703,0.10810810810810811,0.40540540540540543,0.21621621621621623
