R:A::C:P,0 1,2,3 4,5,6
0 1,0.6944444444444444,0.5319148936170213,0.475,0.47058823529411764,0.28888888888888886
2,0.1712962962962963,0.2553191489361702,0.25833333333333336,0.17647058823529413,0.2222222222222222
3 4,0.05092592592592592,0.14893617021276595,0.06666666666666667,0.27450980392156865,0.24444444444444444
5,0.037037037037037035,0.02127659574468085,0.10833333333333334,0.0,0.06666666666666667
6,0.046296296296296294,0.0425531914893617,0.09166666666666666,0.0784313725490196,0.17777777777777778
