R:A::C:P,0,1 6,2 3 5,4
0,0.3150684931506849,0.2465753424657534,0.273972602739726,0.1643835616438356
1 6,0.18461538461538463,0.3564102564102564,0.3384615384615385,0.12051282051282051
2 3 5,0.12186379928315412,0.26881720430107525,0.4659498207885305,0.14336917562724014
4,0.1794871794871795,0.10256410256410256,0.5384615384615384,0.1794871794871795
