R:A::C:P,0 4,1 2,3,5
0 4,0.391304347826087,0.20930232558139536,0.09090909090909091,0.6666666666666666
1 2,0.6086956521739131,0.6976744186046512,0.9090909090909091,0.3333333333333333
3,0.0,0.06976744186046512,0.0,0.0
5,0.0,0.023255813953488372,0.0,0.0
