R:A::C:P,0 4,1 2,3,5
0 4,0.42857142857142855,0.42857142857142855,0.047619047619047616,0.09523809523809523
1 2,0.2545454545454545,0.5454545454545454,0.18181818181818182,0.01818181818181818
3,0.0,1.0,0.0,0.0
5,0.0,1.0,0.0,0.0
