R:A::C:P,0,1 4 6,2 3,5
0,0.029449423815621,0.03841229193341869,0.014084507042253521,0.011523687580025609
1 4 6,0.10115236875800256,0.25224071702944945,0.1357234314980794,0.06017925736235595
2 3,0.034571062740076826,0.11395646606914213,0.09218950064020487,0.04353393085787452
5,0.008962868117797696,0.03329065300896287,0.015364916773367477,0.015364916773367477
