R:A::C:P,0,1 4 6,2 3,5
0,0.3150684931506849,0.410958904109589,0.1506849315068493,0.1232876712328767
1 4 6,0.18414918414918416,0.4592074592074592,0.24708624708624707,0.10955710955710955
2 3,0.12162162162162163,0.4009009009009009,0.32432432432432434,0.15315315315315314
5,0.12280701754385964,0.45614035087719296,0.21052631578947367,0.21052631578947367
