R:A::C:P,0 1 6,2 3,4 5
0 1 6,0.5555555555555556,0.2777777777777778,0.16666666666666666
2 3,0.4090909090909091,0.3787878787878788,0.21212121212121213
4 5,0.2631578947368421,0.47368421052631576,0.2631578947368421
