R:A::C:P,0 4,1,2 3 5 6
0 4,0.4217687074829932,0.16326530612244897,0.41496598639455784
1,0.37270341207349084,0.2650918635170604,0.36220472440944884
2 3 5 6,0.2777777777777778,0.1261574074074074,0.5960648148148148
