R:A::C:P,0 6,1,2,3,4,5
0 6,0.07298335467349552,0.03841229193341869,0.023047375160051217,0.02560819462227913,0.046094750320102434,0.028169014084507043
1,0.12163892445582586,0.08962868117797695,0.04481434058898848,0.03969270166453265,0.029449423815621,0.03329065300896287
2,0.046094750320102434,0.03969270166453265,0.03841229193341869,0.030729833546734954,0.03201024327784891,0.03329065300896287
3,0.012804097311139564,0.010243277848911651,0.011523687580025609,0.011523687580025609,0.0076824583866837385,0.010243277848911651
4,0.012804097311139564,0.0012804097311139564,0.011523687580025609,0.005121638924455826,0.008962868117797696,0.010243277848911651
5,0.02176696542893726,0.008962868117797696,0.006402048655569782,0.008962868117797696,0.011523687580025609,0.015364916773367477
