R:A::C:P,0,1,2,3,4 5 6
0,0.2153846153846154,0.13953488372093023,0.10638297872340426,0.0967741935483871,0.07792207792207792
1,0.5153846153846153,0.5,0.425531914893617,0.3064516129032258,0.37012987012987014
2,0.13076923076923078,0.23255813953488372,0.2553191489361702,0.3387096774193548,0.18831168831168832
3,0.023076923076923078,0.03488372093023256,0.09574468085106383,0.08064516129032258,0.09090909090909091
4 5 6,0.11538461538461539,0.09302325581395349,0.11702127659574468,0.1774193548387097,0.2727272727272727
