R:A::C:P,0 3 5,1,2,4 6
0 3 5,0.2757201646090535,0.19767441860465115,0.22340425531914893,0.22330097087378642
1,0.43209876543209874,0.5,0.425531914893617,0.36893203883495146
2,0.1934156378600823,0.23255813953488372,0.2553191489361702,0.1941747572815534
4 6,0.09876543209876543,0.06976744186046512,0.09574468085106383,0.21359223300970873
