R:A::C:P,0 4,1,2 6,3,5
0 4,0.12955465587044535,0.020242914979757085,0.04048582995951417,0.020242914979757085,0.004048582995951417
1,0.1862348178137652,0.05668016194331984,0.13765182186234817,0.05263157894736842,0.02834008097165992
2 6,0.05668016194331984,0.03643724696356275,0.08097165991902834,0.044534412955465584,0.024291497975708502
3,0.004048582995951417,0.004048582995951417,0.016194331983805668,0.016194331983805668,0.008097165991902834
5,0.008097165991902834,0.0,0.016194331983805668,0.008097165991902834,0.0
