R:A::C:P,0,1 4,2,3 5 6
0,0.5,0.23809523809523808,0.09523809523809523,0.16666666666666666
1 4,0.272,0.256,0.192,0.28
2,0.12962962962962962,0.25925925925925924,0.18518518518518517,0.42592592592592593
3 5 6,0.11538461538461539,0.11538461538461539,0.23076923076923078,0.5384615384615384
