R:A::C:P,0,1 4,2,3 5 6
0,0.3230769230769231,0.1694915254237288,0.09090909090909091,0.08860759493670886
1 4,0.5230769230769231,0.5423728813559322,0.5454545454545454,0.4430379746835443
2,0.1076923076923077,0.23728813559322035,0.22727272727272727,0.2911392405063291
3 5 6,0.046153846153846156,0.05084745762711865,0.13636363636363635,0.17721518987341772
