R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.5020242914979757,0.09716599190283401,0.25101214574898784
3,0.016194331983805668,0.016194331983805668,0.016194331983805668
4 5 6,0.04048582995951417,0.02834008097165992,0.032388663967611336
