R:A::C:P,0 4 6,1 2,3 5
0 4 6,0.15873015873015872,0.07142857142857142,0.023809523809523808
1 2,0.19047619047619047,0.3492063492063492,0.14285714285714285
3 5,0.023809523809523808,0.015873015873015872,0.023809523809523808
