R:A::C:P,0,1 4 6,2 3,5
0,0.16911764705882354,0.08771929824561403,0.05472636815920398,0.08823529411764706
1 4 6,0.5808823529411765,0.5760233918128655,0.527363184079602,0.46078431372549017
2 3,0.19852941176470587,0.260233918128655,0.3582089552238806,0.3333333333333333
5,0.051470588235294115,0.07602339181286549,0.05970149253731343,0.11764705882352941
