R:A::C:P,comedy,history,tragedy
comedy,0.6853932584269663,0.1348314606741573,0.1797752808988764
history,0.16071428571428573,0.7410714285714286,0.09821428571428571
tragedy,0.2912621359223301,0.13592233009708737,0.5728155339805825
