R:A::C:P,0,1 4,2 3 5 6
0,0.43243243243243246,0.33783783783783783,0.22972972972972974
1 4,0.22026431718061673,0.3788546255506608,0.4008810572687225
2 3 5 6,0.1412037037037037,0.26273148148148145,0.5960648148148148
