R:A::C:P,0,1 4,2 3 5 6
0,0.022988505747126436,0.017959770114942528,0.01221264367816092
1 4,0.07183908045977011,0.1235632183908046,0.1307471264367816
2 3 5 6,0.08764367816091954,0.16307471264367815,0.3699712643678161
