R:A::C:P,0,1,2,3,4,5,6,7
0,0.05249343832020997,0.02099737532808399,0.010498687664041995,0.007874015748031496,0.01837270341207349,0.013123359580052493,0.013123359580052493,0.02099737532808399
1,0.10236220472440945,0.07086614173228346,0.05511811023622047,0.04461942257217848,0.05511811023622047,0.010498687664041995,0.06299212598425197,0.03412073490813648
2,0.023622047244094488,0.04199475065616798,0.03412073490813648,0.02099737532808399,0.028871391076115485,0.015748031496062992,0.04199475065616798,0.005249343832020997
3,0.0026246719160104987,0.0026246719160104987,0.015748031496062992,0.007874015748031496,0.013123359580052493,0.010498687664041995,0.005249343832020997,0.0
4,0.005249343832020997,0.0,0.005249343832020997,0.0026246719160104987,0.01837270341207349,0.0,0.005249343832020997,0.0
5,0.007874015748031496,0.0,0.005249343832020997,0.010498687664041995,0.0026246719160104987,0.007874015748031496,0.007874015748031496,0.0026246719160104987
6,0.0026246719160104987,0.0026246719160104987,0.007874015748031496,0.0026246719160104987,0.013123359580052493,0.007874015748031496,0.0026246719160104987,0.0026246719160104987
7,0.0026246719160104987,0.005249343832020997,0.0,0.0,0.0,0.0,0.0,0.005249343832020997
