R:A::C:P,0,1,2,3,4,5,6,7
0,0.2631578947368421,0.14545454545454545,0.0784313725490196,0.08108108108108109,0.12280701754385964,0.2,0.09433962264150944,0.2962962962962963
1,0.5131578947368421,0.4909090909090909,0.4117647058823529,0.4594594594594595,0.3684210526315789,0.16,0.4528301886792453,0.48148148148148145
2,0.11842105263157894,0.2909090909090909,0.2549019607843137,0.21621621621621623,0.19298245614035087,0.24,0.3018867924528302,0.07407407407407407
3,0.013157894736842105,0.01818181818181818,0.11764705882352941,0.08108108108108109,0.08771929824561403,0.16,0.03773584905660377,0.0
4,0.02631578947368421,0.0,0.0392156862745098,0.02702702702702703,0.12280701754385964,0.0,0.03773584905660377,0.0
5,0.039473684210526314,0.0,0.0392156862745098,0.10810810810810811,0.017543859649122806,0.12,0.05660377358490566,0.037037037037037035
6,0.013157894736842105,0.01818181818181818,0.058823529411764705,0.02702702702702703,0.08771929824561403,0.12,0.018867924528301886,0.037037037037037035
7,0.013157894736842105,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.07407407407407407
