R:A::C:P,antag,fool,protag
antag,0.12643678160919541,0.05747126436781609,0.14942528735632185
fool,0.04597701149425287,0.1724137931034483,0.04597701149425287
protag,0.10344827586206896,0.06896551724137931,0.22988505747126436
