R:A::C:P,0,1 3 5,2 4,6
0,0.12598425196850394,0.04639175257731959,0.036312849162011177,0.010101010101010102
1 3 5,0.49606299212598426,0.422680412371134,0.3994413407821229,0.32323232323232326
2 4,0.18503937007874016,0.25773195876288657,0.2988826815642458,0.2222222222222222
6,0.19291338582677164,0.27319587628865977,0.26536312849162014,0.4444444444444444
