R:A::C:P,0 2,1,3 6,4 5
0 2,0.3819444444444444,0.423728813559322,0.3516483516483517,0.35365853658536583
1,0.4722222222222222,0.5254237288135594,0.46153846153846156,0.3048780487804878
3 6,0.0763888888888889,0.05084745762711865,0.07692307692307693,0.2073170731707317
4 5,0.06944444444444445,0.0,0.10989010989010989,0.13414634146341464
