R:A::C:P,0 2,1,3,4 6,5
0 2,0.33884297520661155,0.29931972789115646,0.30526315789473685,0.28205128205128205,0.3431372549019608
1,0.3925619834710744,0.47619047619047616,0.3263157894736842,0.29743589743589743,0.2549019607843137
3,0.05371900826446281,0.05442176870748299,0.09473684210526316,0.06153846153846154,0.0784313725490196
4 6,0.1652892561983471,0.12244897959183673,0.2,0.26153846153846155,0.20588235294117646
5,0.049586776859504134,0.047619047619047616,0.07368421052631578,0.09743589743589744,0.11764705882352941
