R:A::C:P,0,1 5,2 4 6,3
0,0.43243243243243246,0.32432432432432434,0.20270270270270271,0.04054054054054054
1 5,0.22851153039832284,0.3165618448637317,0.3438155136268344,0.1111111111111111
2 4 6,0.12990527740189445,0.2733423545331529,0.4519621109607578,0.14479025710419485
3,0.16666666666666666,0.2647058823529412,0.4215686274509804,0.14705882352941177
