R:A::C:P,0,1 5,2 4 6,3
0,0.022988505747126436,0.017241379310344827,0.010775862068965518,0.0021551724137931034
1 5,0.07830459770114942,0.10847701149425287,0.11781609195402298,0.03807471264367816
2 4 6,0.06896551724137931,0.14511494252873564,0.23994252873563218,0.07686781609195402
3,0.01221264367816092,0.01939655172413793,0.03089080459770115,0.010775862068965518
