R:A::C:P,0,1 3 6,2,4 5
0,0.3939393939393939,0.14,0.045454545454545456,0.2857142857142857
1 3 6,0.42424242424242425,0.64,0.45454545454545453,0.42857142857142855
2,0.12121212121212122,0.18,0.4090909090909091,0.23809523809523808
4 5,0.06060606060606061,0.04,0.09090909090909091,0.047619047619047616
