R:A::C:P,0,1,2,3,4 6,5
0,32,19,7,3,8,5
1,92,101,39,34,90,25
2,39,50,41,39,72,34
3,17,11,15,15,28,16
4 6,57,41,56,68,165,77
5,17,12,10,19,25,13
