R:A::C:P,0,1,2,3,4 5 6
0,0.12598425196850394,0.0811965811965812,0.041666666666666664,0.016853932584269662,0.023297491039426525
1,0.36220472440944884,0.43162393162393164,0.23214285714285715,0.19101123595505617,0.2060931899641577
2,0.15354330708661418,0.21367521367521367,0.24404761904761904,0.21910112359550563,0.18996415770609318
3,0.06692913385826772,0.04700854700854701,0.08928571428571429,0.08426966292134831,0.07885304659498207
4 5 6,0.29133858267716534,0.2264957264957265,0.39285714285714285,0.4887640449438202,0.5017921146953405
