R:A::C:P,0,1,2,3,4,5,p
0,0.5263157894736842,0.2631578947368421,0.21052631578947367,0.0,0.0,0.0,0.0
1,0.2777777777777778,0.3888888888888889,0.2777777777777778,0.0,0.0,0.027777777777777776,0.027777777777777776
2,0.15789473684210525,0.42105263157894735,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0
3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
4,0.0,0.0,0.5,0.5,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
p,0.0,0.5,0.5,0.0,0.0,0.0,0.0
