R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.7345132743362832,0.18584070796460178,0.07964601769911504,0.0
3 4,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222
5,0.6666666666666666,0.3333333333333333,0.0,0.0
6,0.0,1.0,0.0,0.0
