                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01234-5-6   88.05%     30.50%     31.32%     -0.15%  
                     01235-4-6   84.28%     43.40%     38.12%     10.90%  
                     01236-4-5   77.99%     41.54%     36.81%     7.31%   
                     0123-4-56   76.10%     46.55%     39.70%     11.10%  
                     01245-3-6   76.10%     35.97%     32.36%     3.50%   
                     0123-45-6   75.47%     35.80%     33.55%     3.89%   
                     0123-46-5   75.47%     37.82%     35.13%     5.61%   
                     01345-2-6   71.07%     36.30%     36.60%     8.02%   
                     0-12345-6   70.44%     42.15%     41.55%     16.67%  
                     01246-3-5   69.81%     34.07%     30.93%     0.36%   
                     0124-3-56   68.55%     39.28%     34.02%     5.71%   
                     0124-35-6   68.55%     33.29%     30.95%     1.90%   
                     0124-36-5   68.55%     35.31%     31.83%     3.16%   
                     0125-34-6   68.55%     44.74%     36.15%     13.70%  
                     01256-3-4   68.55%     47.72%     38.50%     15.78%  
                     0134-25-6   68.55%     38.29%     38.49%     11.59%  
                     04-1235-6   67.92%     45.41%     43.52%     21.89%  
                     0125-36-4   66.67%     48.71%     39.12%     16.09%  
                     0134-26-5   66.67%     36.15%     37.19%     10.30%  
                     01346-2-5   66.67%     34.84%     35.82%     7.43%   
                     0145-23-6   66.67%     42.55%     41.42%     17.88%  
                     0125-3-46   66.04%     43.94%     36.73%     13.15%  
                     0134-2-56   66.04%     40.29%     39.15%     12.51%  
                     0-12346-5   65.41%     40.36%     40.38%     14.68%  
                     0-12356-4   65.41%     54.41%     48.46%     27.34%  
                     014-235-6   65.41%     43.80%     42.14%     20.33%  
                     05-1234-6   65.41%     40.82%     39.83%     14.30%  
                     0-1234-56   64.15%     45.47%     43.39%     18.32%  
                     06-1234-5   64.15%     39.95%     39.97%     14.42%  
                     014-236-5   63.52%     42.48%     41.87%     19.74%  
                     06-1235-4   63.52%     53.69%     47.72%     25.89%  
                     0-1235-46   62.89%     50.49%     46.57%     24.30%  
                     04-1236-5   62.89%     43.46%     42.12%     19.61%  
                     045-123-6   62.89%     43.18%     41.10%     18.40%  
                     0126-34-5   62.26%     42.71%     34.48%     10.08%  
                     014-23-56   62.26%     46.58%     44.02%     21.81%  
                     0146-23-5   62.26%     40.92%     40.40%     16.59%  
                     01356-2-4   61.64%     46.71%     41.62%     12.32%  
                     015-234-6   61.64%     42.41%     40.50%     17.50%  
                     04-123-56   61.64%     48.50%     45.05%     22.93%  
                     046-123-5   61.64%     42.69%     41.49%     18.80%  
