R:A::C:P,0 1,2,3,4 5,6
0 1,0.6944444444444444,0.5319148936170213,0.4032258064516129,0.5137614678899083,0.28888888888888886
2,0.1712962962962963,0.2553191489361702,0.3387096774193548,0.1743119266055046,0.2222222222222222
3,0.027777777777777776,0.09574468085106383,0.08064516129032258,0.08256880733944955,0.1111111111111111
4 5,0.06018518518518518,0.07446808510638298,0.12903225806451613,0.11926605504587157,0.2
6,0.046296296296296294,0.0425531914893617,0.04838709677419355,0.11009174311926606,0.17777777777777778
