R:A::C:P,0 1,2,3,4 5,6
0 1,0.5102040816326531,0.17006802721088435,0.08503401360544217,0.19047619047619047,0.04421768707482993
2,0.3333333333333333,0.21621621621621623,0.1891891891891892,0.17117117117117117,0.09009009009009009
3,0.17647058823529413,0.2647058823529412,0.14705882352941177,0.2647058823529412,0.14705882352941177
4 5,0.26,0.14,0.16,0.26,0.18
6,0.2702702702702703,0.10810810810810811,0.08108108108108109,0.32432432432432434,0.21621621621621623
