R:C::C:G,0,1,2,3,4,5,p
0,4,1,2,3,5,4
1,5,9,6,8,3,5
2,4,3,0,8,1,3
3,1,0,1,1,0,0
4,1,0,0,0,1,0
5,0,1,0,0,0,0
p,1,1,0,0,0,0
