name,overall,average,f1,mcc
01-2-3-4-56,0.4528301886792453,0.3337254901960785,0.27401519443981537,0.14707671433647634
0-12-3-4-56,0.4025157232704403,0.35217948717948716,0.2799767647705965,0.15064131491370839
0-13-2-4-56,0.389937106918239,0.34896358543417366,0.30576164613053947,0.15071908121974256
0-1-23-4-56,0.389937106918239,0.37981416957026715,0.3227802830453788,0.194548220949209
04-1-2-3-56,0.3584905660377358,0.322296918767507,0.2774971715473125,0.15066714435227
0-1-256-3-4,0.3522012578616352,0.3714285714285714,0.310000212027432,0.18355956983499705
02-1-3-4-56,0.34591194968553457,0.3174741200828157,0.2518523360761309,0.10934432272242653
0-14-2-3-56,0.34591194968553457,0.30480774127832955,0.2706983822197773,0.11996751995128777
0-156-2-3-4,0.33962264150943394,0.3502167182662539,0.29111138638346484,0.14890880715641225
056-1-2-3-4,0.3333333333333333,0.34866161098585774,0.2856348031080249,0.15634050372298947
0-1-2-34-56,0.3333333333333333,0.3575350140056023,0.2922683642023836,0.16844687783973564
03-1-2-4-56,0.32075471698113206,0.31753501400560225,0.266904000305411,0.12181977862846952
0-1-24-3-56,0.32075471698113206,0.3024622531939606,0.26401017823397305,0.12258670269503065
0-1-2-356-4,0.32075471698113206,0.358267614738203,0.29665496897691945,0.16786006416290652
0-1-2-3-456,0.3081761006289308,0.314311570782159,0.2718536044769831,0.1380724861452986
