R:A::C:P,0 5 6,1,2 3,4
0 5 6,0.5080213903743316,0.11942959001782531,0.23885918003565063,0.13368983957219252
1,0.4120734908136483,0.2650918635170604,0.19160104986876642,0.13123359580052493
2 3,0.41644562334217505,0.16180371352785147,0.2917771883289125,0.129973474801061
4,0.3150684931506849,0.0684931506849315,0.3972602739726027,0.2191780821917808
