R:A::C:P,0,1 2,3 4 5,6
0,0.3939393939393939,0.14545454545454545,0.16666666666666666,0.0
1 2,0.5454545454545454,0.8,0.6666666666666666,0.0
3 4 5,0.06060606060606061,0.05454545454545454,0.1388888888888889,1.0
6,0.0,0.0,0.027777777777777776,0.0
