R:A::C:P,0 3 6,1 4 5,2
0 3 6,0.3,0.30985915492957744,0.25471698113207547
1 4 5,0.5125,0.4591549295774648,0.46226415094339623
2,0.1875,0.23098591549295774,0.2830188679245283
