R:A::C:P,0,1 6,2,3 5,4
0,0.08502024291497975,0.032388663967611336,0.016194331983805668,0.016194331983805668,0.020242914979757085
1 6,0.13765182186234817,0.10931174089068826,0.08906882591093117,0.09716599190283401,0.05263157894736842
2,0.02834008097165992,0.0728744939271255,0.04048582995951417,0.05263157894736842,0.024291497975708502
3 5,0.008097165991902834,0.012145748987854251,0.024291497975708502,0.032388663967611336,0.004048582995951417
4,0.004048582995951417,0.004048582995951417,0.008097165991902834,0.008097165991902834,0.020242914979757085
