R:A::C:P,0,1 3 6,2 5,4
0,0.5,0.2619047619047619,0.11904761904761904,0.11904761904761904
1 3 6,0.25757575757575757,0.3712121212121212,0.26515151515151514,0.10606060606060606
2 5,0.14516129032258066,0.46774193548387094,0.2903225806451613,0.0967741935483871
4,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.45454545454545453
