R:A::C:P,0,1 3 6,2 5,4
0,0.3230769230769231,0.11956521739130435,0.08333333333333333,0.16666666666666666
1 3 6,0.5230769230769231,0.532608695652174,0.5833333333333334,0.4666666666666667
2 5,0.13846153846153847,0.31521739130434784,0.3,0.2
4,0.015384615384615385,0.03260869565217391,0.03333333333333333,0.16666666666666666
