R:A::C:P,0,1 2 6,3,4 5
0,0.07446808510638298,0.04521276595744681,0.007978723404255319,0.031914893617021274
1 2 6,0.15425531914893617,0.34308510638297873,0.06914893617021277,0.13297872340425532
3,0.0026595744680851063,0.023936170212765957,0.007978723404255319,0.023936170212765957
4 5,0.015957446808510637,0.023936170212765957,0.013297872340425532,0.02925531914893617
