R:A::C:P,0,1 3,2,4,5 6
0,0.053231939163498096,0.034220532319391636,0.019011406844106463,0.009505703422053232,0.013307984790874524
1 3,0.13307984790874525,0.13307984790874525,0.09315589353612168,0.055133079847908745,0.07984790874524715
2,0.03231939163498099,0.0779467680608365,0.045627376425855515,0.019011406844106463,0.03612167300380228
4,0.005703422053231939,0.005703422053231939,0.009505703422053232,0.0,0.024714828897338403
5 6,0.022813688212927757,0.030418250950570342,0.011406844106463879,0.026615969581749048,0.028517110266159697
