R:A::C:P,0,1,2,3 4,5 6
0,0.3150684931506849,0.1780821917808219,0.0821917808219178,0.2328767123287671,0.1917808219178082
1,0.21428571428571427,0.25,0.125,0.19285714285714287,0.21785714285714286
2,0.13372093023255813,0.18023255813953487,0.1744186046511628,0.28488372093023256,0.22674418604651161
3 4,0.12359550561797752,0.10112359550561797,0.20224719101123595,0.29213483146067415,0.2808988764044944
5 6,0.11377245508982035,0.1437125748502994,0.10179640718562874,0.32934131736526945,0.31137724550898205
