R:A::C:P,0 1 2 4,3,5,6
0 1 2 4,0.6648936170212766,0.11347517730496454,0.12234042553191489,0.09929078014184398
3,0.54,0.18,0.16,0.12
5,0.49122807017543857,0.12280701754385964,0.21052631578947367,0.17543859649122806
6,0.5909090909090909,0.13636363636363635,0.11818181818181818,0.15454545454545454
