R:A::C:P,0,1 2,3,4 5,6
0,0.43243243243243246,0.35135135135135137,0.04054054054054054,0.14864864864864866,0.02702702702702703
1 2,0.19969512195121952,0.3521341463414634,0.11128048780487805,0.21798780487804878,0.11890243902439024
3,0.16666666666666666,0.2549019607843137,0.14705882352941177,0.30392156862745096,0.12745098039215685
4 5,0.14792899408284024,0.25443786982248523,0.1893491124260355,0.3076923076923077,0.10059171597633136
6,0.12531969309462915,0.19437340153452684,0.14066496163682865,0.3145780051150895,0.22506393861892582
