R:A::C:P,0,1 2,3,4 5,6
0,0.022988505747126436,0.01867816091954023,0.0021551724137931034,0.007902298850574713,0.0014367816091954023
1 2,0.09410919540229885,0.16594827586206898,0.05244252873563218,0.10272988505747127,0.05603448275862069
3,0.01221264367816092,0.01867816091954023,0.010775862068965518,0.022270114942528736,0.009339080459770116
4 5,0.017959770114942528,0.03089080459770115,0.022988505747126436,0.03735632183908046,0.01221264367816092
6,0.035201149425287355,0.05459770114942529,0.039511494252873564,0.08836206896551724,0.06321839080459771
