R:A::C:P,0 1 4 5,2 6,3
0 1 4 5,0.4331983805668016,0.19433198380566802,0.08097165991902834
2 6,0.11740890688259109,0.08097165991902834,0.044534412955465584
3,0.016194331983805668,0.016194331983805668,0.016194331983805668
