R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.6258992805755396,0.17985611510791366,0.10071942446043165,0.09352517985611511
3,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0
4,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0
5 6,0.5,0.3333333333333333,0.0,0.16666666666666666
