R:A::C:P,antag,fool,other,protag
antag,0.13333333333333333,0.5,0.2777777777777778,0.0625
fool,0.03333333333333333,0.0,0.0,0.03125
other,0.5333333333333333,0.0,0.5555555555555556,0.40625
protag,0.3,0.5,0.16666666666666666,0.5
